2;	0;	1293.5006
2;	1;	523.1985
2;	2;	509.7392
2;	3;	412.0015
2;	4;	763.7612
2;	5;	1261.4644
2;	6;	902.5416
2;	7;	692.1784
2;	8;	981.2037
2;	9;	1095.0793
2;	10;	1470.3518
2;	11;	1001.5865
2;	12;	994.7975
2;	13;	1010.3733
2;	14;	547.7663
2;	15;	1188.8760
2;	16;	957.2703
2;	17;	689.5449
2;	18;	890.9971
2;	19;	992.8524
2;	20;	1424.0814
2;	21;	894.0143
2;	22;	1145.3758
2;	23;	1083.5059
2;	24;	1114.0012
2;	25;	927.6169
2;	26;	544.0721
2;	27;	1132.9293
2;	28;	961.8575
2;	29;	1360.0926
2;	30;	510.5560
2;	31;	1023.9639
2;	32;	855.8106
2;	33;	1009.1372
2;	34;	644.4710
2;	35;	880.4079
2;	36;	1348.3633
2;	37;	921.9518
2;	38;	587.5590
2;	39;	931.3450
