0;	0;	153,8950
0;	1;	354,4701
0;	2;	53,3222
0;	3;	256,7895
0;	4;	421,3273
0;	5;	81,1616
0;	6;	250,9330
0;	7;	253,7325
0;	8;	184,3394
0;	9;	326,8016
1;	0;	177,3900
1;	1;	393,5007
1;	2;	51,8418
1;	3;	237,5368
1;	4;	400,8037
1;	5;	82,7765
1;	6;	272,6872
1;	7;	258,6042
1;	8;	170,9085
1;	9;	321,1088
2;	0;	170,3077
2;	1;	365,4793
2;	2;	52,5990
2;	3;	266,3360
2;	4;	445,6821
2;	5;	83,9983
2;	6;	274,9873
2;	7;	254,8960
2;	8;	182,0063
2;	9;	449,2071
