1;	0;	1120.4995
1;	1;	1021.5692
1;	2;	1246.7596
1;	3;	1128.0071
1;	4;	190.6243
1;	5;	1309.3708
1;	6;	1200.2773
1;	7;	1401.4362
1;	8;	961.9681
1;	9;	1304.4737
1;	10;	886.3156
1;	11;	1271.2013
1;	12;	1189.3116
1;	13;	1217.4224
1;	14;	273.2748
1;	15;	1276.6078
1;	16;	1042.1946
1;	17;	1202.7492
1;	18;	462.3751
1;	19;	635.9364
1;	20;	1397.5440
1;	21;	1254.2591
1;	22;	1283.4490
1;	23;	471.6891
1;	24;	980.2779
1;	25;	754.3879
1;	26;	1201.2702
1;	27;	1098.4957
1;	28;	1242.3524
1;	29;	879.8310
1;	30;	1187.9972
1;	31;	1343.4330
1;	32;	954.6884
1;	33;	1374.3791
1;	34;	1056.1080
1;	35;	1032.9491
1;	36;	1013.5959
1;	37;	1204.0219
1;	38;	1336.5812
1;	39;	765.4832
2;	0;	1284.1113
2;	1;	522.2869
2;	2;	508.5271
2;	3;	411.0318
2;	4;	758.3642
2;	5;	1252.0525
2;	6;	896.0565
2;	7;	688.8974
2;	8;	970.8133
