0;	0;	936.6430
0;	1;	1052.8605
0;	2;	1093.3843
0;	3;	786.5589
0;	4;	828.3291
0;	5;	348.3427
0;	6;	785.4015
0;	7;	953.7664
0;	8;	1212.8884
0;	9;	837.3397
0;	10;	1141.4393
0;	11;	639.0021
0;	12;	833.6089
0;	13;	1179.4238
0;	14;	887.6062
0;	15;	1171.7861
0;	16;	728.0753
0;	17;	545.9023
0;	18;	1147.9397
0;	19;	515.2797
0;	20;	1379.2406
0;	21;	841.0786
0;	22;	1166.1996
0;	23;	1197.7459
0;	24;	1264.8560
0;	25;	1020.2481
0;	26;	1161.6405
0;	27;	785.0552
0;	28;	1251.2869
0;	29;	1017.3889
0;	30;	1305.4201
0;	31;	1007.5089
0;	32;	1135.1075
0;	33;	885.2417
0;	34;	1143.3632
0;	35;	666.1944
0;	36;	713.0137
0;	37;	979.4352
0;	38;	879.2214
0;	39;	815.2108
