0;	0;	939.3694
0;	1;	1055.2098
0;	2;	1096.0635
0;	3;	788.6132
0;	4;	830.4467
0;	5;	349.6522
0;	6;	787.0881
0;	7;	955.8126
0;	8;	1215.3502
0;	9;	839.4453
0;	10;	1143.7039
0;	11;	640.3579
0;	12;	835.4541
0;	13;	1181.3200
0;	14;	889.5023
0;	15;	1173.9087
0;	16;	730.8123
0;	17;	547.9475
0;	18;	1150.1717
0;	19;	517.6287
0;	20;	1381.6702
0;	21;	843.4071
0;	22;	1168.4300
0;	23;	1199.6110
0;	24;	1266.6645
0;	25;	1022.8426
0;	26;	1163.8056
0;	27;	787.1607
0;	28;	1254.2474
0;	29;	1019.3764
0;	30;	1307.8511
0;	31;	1010.0594
0;	32;	1137.4465
0;	33;	887.5382
0;	34;	1145.1597
0;	35;	668.1338
0;	36;	715.1047
0;	37;	981.8217
0;	38;	881.1970
0;	39;	817.5983
