2;	0;	1291.2286
2;	1;	521.1926
2;	2;	507.4767
2;	3;	409.8720
2;	4;	761.4666
2;	5;	1259.7319
2;	6;	900.3371
2;	7;	690.2254
2;	8;	978.9522
2;	9;	1093.1733
2;	10;	1467.5923
2;	11;	999.4969
2;	12;	992.3270
2;	13;	1008.1193
2;	14;	545.8973
2;	15;	1186.3295
2;	16;	955.1928
2;	17;	687.0265
2;	18;	889.0161
2;	19;	990.9659
2;	20;	1421.5104
2;	21;	891.7025
2;	22;	1143.4323
2;	23;	1081.2274
2;	24;	1111.6641
2;	25;	925.0783
2;	26;	542.1011
2;	27;	1130.1073
2;	28;	959.3850
2;	29;	1357.5809
2;	30;	508.3699
2;	31;	1021.7566
2;	32;	853.4010
2;	33;	1007.4244
2;	34;	642.4975
2;	35;	878.1514
2;	36;	1345.9108
2;	37;	920.3352
2;	38;	585.5505
2;	39;	929.0969
