0;	0;	1104.5426
0;	1;	1121.1023
0;	2;	1047.0208
0;	3;	671.5712
0;	4;	897.6199
0;	5;	269.5080
0;	6;	1166.8202
0;	7;	949.2034
0;	8;	1097.4807
0;	9;	856.4763
0;	10;	1107.8285
0;	11;	650.6911
0;	12;	787.5713
0;	13;	1052.2544
0;	14;	757.3342
0;	15;	911.3234
0;	16;	676.3916
0;	17;	1092.0870
0;	18;	956.9488
0;	19;	536.0740
0;	20;	1128.7699
0;	21;	810.6462
0;	22;	1137.8442
0;	23;	929.1625
0;	24;	1157.6394
0;	25;	934.5021
0;	26;	1138.4925
0;	27;	877.7599
0;	28;	1230.8040
0;	29;	605.3129
0;	30;	1311.5642
0;	31;	762.2880
0;	32;	1033.4218
0;	33;	841.4369
0;	34;	1110.1280
0;	35;	563.5713
0;	36;	631.4426
0;	37;	801.2485
0;	38;	923.7434
0;	39;	929.8524
1;	0;	996.7634
1;	1;	909.7847
1;	2;	1105.7535
1;	3;	999.6452
1;	4;	185.4038
1;	5;	1161.1471
1;	6;	1065.3837
1;	7;	1244.3681
1;	8;	857.2008
1;	9;	1162.7595
1;	10;	791.0320
1;	11;	1132.0066
1;	12;	1059.3815
1;	13;	1076.1805
1;	14;	258.9790
1;	15;	1145.5284
1;	16;	937.6814
1;	17;	1079.1287
1;	18;	425.9864
1;	19;	577.3793
1;	20;	1250.9329
1;	21;	1125.9040
1;	22;	1151.0430
1;	23;	432.7157
1;	24;	885.7940
1;	25;	680.3989
1;	26;	1073.1188
1;	27;	982.6463
1;	28;	1107.4059
1;	29;	792.9822
1;	30;	1060.7829
1;	31;	1198.6260
1;	32;	856.6582
1;	33;	1226.9741
1;	34;	947.2857
1;	35;	927.9980
1;	36;	909.8340
1;	37;	1075.4429
1;	38;	1194.7431
1;	39;	693.3718
2;	0;	1150.7890
2;	1;	476.8080
2;	2;	466.3311
2;	3;	381.4163
2;	4;	685.4305
2;	5;	1117.4050
2;	6;	805.5841
2;	7;	624.3590
2;	8;	873.2197
2;	9;	972.9834
2;	10;	1302.9659
2;	11;	892.7976
2;	12;	886.1252
2;	13;	902.5852
2;	14;	500.0354
2;	15;	1055.6762
2;	16;	853.1489
2;	17;	620.3640
2;	18;	797.9147
2;	19;	889.5386
2;	20;	1267.7619
2;	21;	809.1327
2;	22;	1022.0653
2;	23;	969.4632
2;	24;	994.4325
2;	25;	832.8151
2;	26;	496.2086
2;	27;	1012.3987
2;	28;	861.3964
2;	29;	1210.2963
2;	30;	468.3517
2;	31;	917.1950
2;	32;	768.5858
2;	33;	902.2964
2;	34;	584.6153
2;	35;	791.7494
2;	36;	1198.5107
2;	37;	823.9419
2;	38;	533.1751
2;	39;	832.7999
