0;	0;	1236.2945
0;	1;	1254.2105
0;	2;	1171.5040
0;	3;	748.3977
0;	4;	997.5499
0;	5;	284.0601
0;	6;	1308.8579
0;	7;	1057.8461
0;	8;	1229.8896
0;	9;	955.4092
0;	10;	1240.4082
0;	11;	717.9369
0;	12;	868.0808
0;	13;	1172.4857
0;	14;	836.6355
0;	15;	1012.9156
0;	16;	748.7665
0;	17;	1221.0533
0;	18;	1065.8531
0;	19;	587.1865
0;	20;	1262.5648
0;	21;	900.3519
0;	22;	1272.7381
0;	23;	1038.4926
0;	24;	1295.9268
0;	25;	1045.6527
0;	26;	1273.5316
0;	27;	978.1142
0;	28;	1376.0506
0;	29;	670.2278
0;	30;	1467.9587
0;	31;	849.4021
0;	32;	1158.3884
0;	33;	937.5266
0;	34;	1246.2864
0;	35;	621.1538
0;	36;	699.5624
0;	37;	893.4819
0;	38;	1030.3195
0;	39;	1039.9765
1;	0;	1117.6196
1;	1;	1016.3776
