0;	0;	1148.8683
0;	1;	1165.3069
0;	2;	1083.5867
0;	3;	665.3472
0;	4;	911.8692
0;	5;	212.2339
0;	6;	1219.7241
0;	7;	972.0622
0;	8;	1141.1802
0;	9;	869.9499
0;	10;	1152.4535
0;	11;	640.9448
0;	12;	788.5352
0;	13;	1088.4703
0;	14;	757.5146
0;	15;	931.1736
0;	16;	670.4062
0;	17;	1135.2430
0;	18;	983.1597
0;	19;	510.8376
0;	20;	1175.8680
0;	21;	816.9960
0;	22;	1183.8493
0;	23;	953.3278
0;	24;	1207.3543
0;	25;	958.0266
0;	26;	1186.3591
0;	27;	897.2370
0;	28;	1287.8202
0;	29;	593.7851
0;	30;	1378.1561
0;	31;	769.3499
0;	32;	1073.9999
0;	33;	856.2564
0;	34;	1161.6713
0;	35;	544.8065
0;	36;	622.5657
0;	37;	813.5393
0;	38;	948.2665
0;	39;	957.7194
1;	0;	1034.2627
1;	1;	933.8438
