0;	0;	996.4009
0;	1;	1149.3806
0;	2;	1111.2553
0;	3;	864.6336
0;	4;	1277.2908
0;	5;	255.3205
0;	6;	918.5688
0;	7;	465.1202
0;	8;	1309.5042
0;	9;	856.1449
0;	10;	637.8696
0;	11;	205.4064
0;	12;	740.8668
0;	13;	1030.9431
0;	14;	901.9090
0;	15;	1339.4082
0;	16;	1167.8049
0;	17;	472.7677
0;	18;	1239.9350
0;	19;	1105.5194
0;	20;	754.0963
0;	21;	1158.5691
0;	22;	834.0031
0;	23;	799.4643
0;	24;	753.5546
0;	25;	1343.2264
0;	26;	370.3898
0;	27;	766.9153
0;	28;	1190.4911
0;	29;	921.1117
0;	30;	1038.2246
0;	31;	843.4638
0;	32;	1072.9047
0;	33;	1130.5824
0;	34;	632.7593
0;	35;	1279.5815
0;	36;	1029.2985
0;	37;	964.6909
0;	38;	516.8777
0;	39;	818.4809
