0,	0,	131.9593
0,	1,	300.6861
0,	2,	45.6993
0,	3,	218.8751
0,	4,	353.7019
0,	5,	79.5690
0,	6,	212.9600
0,	7,	215.6630
0,	8,	158.2500
0,	9,	277.7329
1,	0,	152.1744
1,	1,	332.6036
1,	2,	44.3986
1,	3,	202.8819
1,	4,	338.5666
1,	5,	75.2805
1,	6,	232.3910
1,	7,	220.7678
1,	8,	146.8689
1,	9,	272.9991
2,	0,	146.3229
2,	1,	309.3542
2,	2,	45.1423
2,	3,	227.0958
2,	4,	375.5770
2,	5,	82.5267
2,	6,	234.1492
2,	7,	218.1224
2,	8,	156.1703
2,	9,	378.5148
