0;	0;	999.3150
0;	1;	1151.9193
0;	2;	1114.1314
0;	3;	866.8497
0;	4;	1279.6073
0;	5;	256.7310
0;	6;	920.3964
0;	7;	467.3481
0;	8;	1312.1882
0;	9;	858.4515
0;	10;	640.3280
0;	11;	206.8715
0;	12;	742.8785
0;	13;	1033.0064
0;	14;	903.9778
0;	15;	1341.7274
0;	16;	1170.7733
0;	17;	474.9782
0;	18;	1242.3688
0;	19;	1108.0697
0;	20;	756.7273
0;	21;	1161.0941
0;	22;	836.4121
0;	23;	801.4908
0;	24;	755.4970
0;	25;	1346.0352
0;	26;	372.7214
0;	27;	769.1927
0;	28;	1193.6995
0;	29;	923.2348
0;	30;	1040.8523
0;	31;	846.2028
0;	32;	1075.4337
0;	33;	1133.0624
0;	34;	634.7017
0;	35;	1281.6826
0;	36;	1031.5921
0;	37;	967.2790
0;	38;	519.0068
0;	39;	821.0790
