0;	0;	917.3589
0;	1;	1070.1395
0;	2;	1032.8539
0;	3;	789.4596
0;	4;	1196.1111
0;	5;	186.7455
0;	6;	842.0589
0;	7;	395.1397
0;	8;	1227.7332
0;	9;	781.1933
0;	10;	566.0392
0;	11;	137.8004
0;	12;	665.2577
0;	13;	953.6374
0;	14;	826.6975
0;	15;	1255.7456
0;	16;	1087.3507
0;	17;	401.9454
0;	18;	1159.0371
0;	19;	1027.1730
0;	20;	680.2063
0;	21;	1078.8251
0;	22;	759.0121
0;	23;	724.8381
0;	24;	679.3375
0;	25;	1260.2302
0;	26;	300.7079
0;	27;	692.9661
0;	28;	1110.7028
0;	29;	845.2590
0;	30;	960.7970
0;	31;	768.9087
0;	32;	994.8033
0;	33;	1051.3287
0;	34;	560.2971
0;	35;	1196.0456
0;	36;	947.9103
0;	37;	884.6738
0;	38;	444.5719
0;	39;	739.4306
