0;	0;	214.3228
0;	1;	140.5839
0;	2;	256.0460
0;	3;	36.6365
0;	4;	145.3428
0;	5;	239.7513
0;	6;	187.1666
0;	7;	195.6832
0;	8;	156.2275
0;	9;	226.9605
0;	10;	173.2725
0;	11;	98.0360
0;	12;	188.6186
0;	13;	219.5143
0;	14;	181.7328
0;	15;	238.9811
0;	16;	244.3544
0;	17;	53.3124
0;	18;	260.0944
0;	19;	247.5194
0;	20;	126.6523
0;	21;	55.6413
0;	22;	127.5322
0;	23;	185.8141
0;	24;	200.9170
0;	25;	231.6148
0;	26;	223.1767
0;	27;	161.9768
0;	28;	95.5781
0;	29;	127.5842
0;	30;	215.7852
0;	31;	153.1214
0;	32;	134.9017
0;	33;	114.6077
0;	34;	232.7885
0;	35;	247.8414
0;	36;	241.0900
0;	37;	202.1883
0;	38;	173.5996
0;	39;	232.6619
1;	0;	214.6189
1;	1;	139.6207
1;	2;	255.7797
1;	3;	36.5168
1;	4;	143.7284
