0;	0;	194.9342
0;	1;	121.7841
0;	2;	235.7773
0;	3;	20.8705
0;	4;	126.6817
0;	5;	219.4203
0;	6;	167.5364
0;	7;	176.2892
0;	8;	138.2277
0;	9;	207.5381
0;	10;	155.9017
0;	11;	81.5001
0;	12;	170.7734
0;	13;	201.1839
0;	14;	164.7240
0;	15;	219.9524
0;	16;	225.5180
0;	17;	37.9547
0;	18;	240.4674
0;	19;	228.5324
0;	20;	108.6676
0;	21;	40.0074
0;	22;	109.8778
0;	23;	166.9338
0;	24;	181.3540
0;	25;	211.8567
0;	26;	203.8290
0;	27;	143.1360
0;	28;	79.3942
0;	29;	110.6289
0;	30;	196.1066
0;	31;	135.9370
0;	32;	118.0523
0;	33;	98.1516
0;	34;	213.2091
0;	35;	227.6545
0;	36;	222.2335
0;	37;	183.3377
0;	38;	155.0331
0;	39;	212.2727
1;	0;	195.0150
1;	1;	121.8105
1;	2;	235.7761
1;	3;	20.8705
1;	4;	126.6856
