0;	0;	1001.3664
0;	1;	1152.6986
0;	2;	1112.6110
0;	3;	866.5626
0;	4;	1278.5778
0;	5;	254.3521
0;	6;	918.8920
0;	7;	465.4097
0;	8;	1309.6142
0;	9;	857.9758
0;	10;	639.2948
0;	11;	205.3228
0;	12;	739.8012
0;	13;	1032.6180
0;	14;	902.7342
0;	15;	1339.5615
0;	16;	1168.0830
0;	17;	471.8572
0;	18;	1240.4721
0;	19;	1106.7539
0;	20;	754.3586
0;	21;	1158.5931
0;	22;	834.6938
0;	23;	799.5655
0;	24;	757.4630
0;	25;	1348.5637
0;	26;	369.7675
0;	27;	773.6639
0;	28;	1194.4753
0;	29;	924.6268
0;	30;	1040.6801
0;	31;	851.7662
0;	32;	1078.7593
0;	33;	1129.5566
0;	34;	631.8767
0;	35;	1276.4852
0;	36;	1024.6662
0;	37;	960.2839
0;	38;	515.0768
0;	39;	813.3979
1;	0;	993.4863
1;	1;	1148.5466
1;	2;	1110.6432
1;	3;	864.4837
1;	4;	1276.5291
1;	5;	254.5704
1;	6;	917.2292
1;	7;	464.8376
1;	8;	1308.5203
1;	9;	855.7208
1;	10;	637.7866
1;	11;	205.5540
1;	12;	738.1038
1;	13;	1030.4786
1;	14;	901.6494
1;	15;	1337.3401
1;	16;	1165.8414
1;	17;	471.8747
1;	18;	1238.9153
1;	19;	1104.6255
1;	20;	753.4370
1;	21;	1157.1223
1;	22;	833.3523
1;	23;	798.8422
1;	24;	752.7785
1;	25;	1342.7632
1;	26;	369.7617
1;	27;	766.8158
1;	28;	1191.6040
1;	29;	923.4063
1;	30;	1040.4724
1;	31;	844.5446
1;	32;	1076.2745
1;	33;	1131.9665
1;	34;	632.0153
1;	35;	1278.3762
1;	36;	1030.3044
1;	37;	961.6208
1;	38;	517.0130
1;	39;	817.7172
2;	0;	992.9312
2;	1;	1148.1444
2;	2;	1110.4294
2;	3;	864.1250
2;	4;	1276.1131
2;	5;	254.2917
2;	6;	916.7397
2;	7;	464.6832
2;	8;	1308.1019
2;	9;	855.3514
2;	10;	637.5888
2;	11;	205.2374
2;	12;	737.8792
2;	13;	1030.1249
2;	14;	901.3062
2;	15;	1337.6090
2;	16;	1166.4065
2;	17;	472.0161
2;	18;	1239.6758
2;	19;	1105.2545
2;	20;	753.7935
2;	21;	1157.3829
2;	22;	833.6449
2;	23;	799.2762
2;	24;	753.0997
2;	25;	1342.8759
2;	26;	369.7667
2;	27;	766.7491
2;	28;	1190.3582
2;	29;	920.9291
2;	30;	1038.3052
2;	31;	843.4451
2;	32;	1072.7443
2;	33;	1130.0623
2;	34;	632.2305
2;	35;	1277.2898
2;	36;	1025.4118
2;	37;	960.6873
2;	38;	515.0466
2;	39;	813.7478
