0,	0,	212.4292
0,	1,	395.9427
0,	2,	118.1408
0,	3,	306.8390
0,	4,	454.4556
0,	5,	154.6834
0,	6,	300.2502
0,	7,	303.7173
0,	8,	241.4566
0,	9,	374.0851
1,	0,	234.6085
1,	1,	430.5563
1,	2,	117.0573
1,	3,	290.0061
1,	4,	436.6757
1,	5,	150.5429
1,	6,	322.2391
1,	7,	309.7655
1,	8,	229.3000
1,	9,	366.4613
2,	0,	229.1872
2,	1,	405.1109
2,	2,	117.9315
2,	3,	316.1097
2,	4,	477.2122
2,	5,	158.7575
2,	6,	323.9297
2,	7,	306.5955
2,	8,	239.7030
2,	9,	480.3290
